baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxids
43339135,0.086,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43441130,0.086,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
449077913,0.086,1202722,312390909,72836888,780,25569119.0,Confirmatory,20181006,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of human DDR1 in doxycycline-stimulated human U2OS cells assessed as inhibition of collagen-1-induced autophosphorylation incubated for 1 hr,Ddr1-IN-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
467869756,0.086,1347183,354327412,117921327,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(3R)-3-(Carbamoylamino)pyrrolidin-1-yl]methyl]-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-3-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43154658,0.087,1433,50100093,11656518,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,1-Methyl-5-[[2-[5-(trifluoromethyl)-1h-imidazol-2-yl]-4-pyridinyl]oxy]-n-[4-(trifluoromethyl)phenyl]-1h-benzimidazol-2-amine,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43160618,0.087,1433,50100094,156414,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Canertinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869468,0.087,1347183,354328560,89879833,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,3-Chloro-N-[(1-ethylsulfonylpyrrol-2-yl)methyl]-4-[[(3S)-3-(methylamino)piperidin-1-yl]methyl]-5-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869594,0.087,1347183,354328425,89879933,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,N-[(3S)-1-[[2-Chloro-4-[(5-chloro-2-ethylsulfonylphenyl)methylcarbamoyl]-6-(trifluoromethyl)phenyl]methyl]piperidin-3-yl]-1H-pyrrole-2-carboxamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43245808,0.08800000000000001,1433,50100111,24202429,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,4'-N-Benzoylstaurosporine,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43350265,0.08800000000000001,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43437560,0.08800000000000001,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43400112,0.08900000000000001,1433,50100120,5329102,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Sunitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
469346152,0.08900000000000001,1460460,381837214,130364463,780,28337325.0,Confirmatory,20200621,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of recombinant human GST-tagged DDR1 catalytic domain expressed in baculovirus expression system using Fluorescein-Poly GAT as substrate measured after 1 hr by TR-FRET assay,"US10370360, Example 31",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
43132924,0.09,1433,50100090,156422,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Doramapimod,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43319790,0.09,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
459682361,0.09,1337172,103245522,5291,780,28280261.0,Confirmatory,20180907,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of kinobead binding to DDR1 in human K562 cells incubated for 30 mins by iTRAQ reagent-based mass spectrometric method,Imatinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
467869511,0.09,1347183,354328519,89880097,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,"N-[(5-Chloro-2-ethylsulfonylphenyl)methyl]-3,5-bis(trifluoromethyl)benzamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43322970,0.091,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43440790,0.091,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43145418,0.092,1433,50100092,135398510,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Dovitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869426,0.092,1347183,354328602,132274466,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,3-Chloro-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-4-[[(3R)-3-(methylaminomethyl)pyrrolidin-1-yl]methyl]-5-(trifluoromethoxy)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
469913134,0.092,1547910,440191369,155554243,780,32184973.0,Confirmatory,20210302,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of recombinant human GST-tagged DDR1 catalytic domain (440 to 876 residues) expressed in baculovirus expression system using Fluorescein-poly GAT as substrate incubated for 1 hr in presence of ATP by LanthaScreen Eu kinase assay,"3-(3-Tert-butyl-5-imidazo[1,2-a]pyrazin-3-ylphenyl)-4-ethyl-N-[3-(trifluoromethyl)phenyl]benzamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
43443340,0.09300000000000001,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869450,0.09300000000000001,1347183,354328578,132274456,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(2R)-2-[[(2R)-2-Aminopropanoyl]amino]piperidin-1-yl]methyl]-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-3-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43106459,0.094,1433,50100088,11409972,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,1-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(4-((6-(methylamino)pyrimidin-4-yl)oxy)phenyl)urea,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43243280,0.094,1433,50100111,24202429,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,4'-N-Benzoylstaurosporine,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43440025,0.094,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869732,0.094,1347183,354327436,117921208,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,N-[(5-Chloro-2-ethylsulfonylphenyl)methyl]-4-[[(3R)-3-(methanesulfonamidomethyl)pyrrolidin-1-yl]methyl]-3-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43098454,0.095,1433,50100086,11485656,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Linifanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43295550,0.095,1433,50100118,216239,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Sorafenib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43329065,0.095,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43437815,0.095,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43258601,0.096,1433,50100112,151194,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vatalanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43318730,0.096,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43335160,0.096,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43384757,0.096,1433,50100120,5329102,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Sunitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43118303,0.09699999999999999,1433,50100088,11409972,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,1-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(4-((6-(methylamino)pyrimidin-4-yl)oxy)phenyl)urea,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
449077915,0.09699999999999999,1202723,312391016,71768628,780,25569119.0,Confirmatory,20181006,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of DDR1 (unknown origin),N-(5-Chloro-2-ethanesulfonyl-benzyl)-4-(4-methyl-piperazin-1-ylmethyl)-3-trifluoromethyl-benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
43192501,0.098,1433,50100102,10113978,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Pazopanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43317140,0.098,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869462,0.098,1347183,354328566,89879963,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,N'-[2-Ethylsulfonyl-5-(trifluoromethoxy)phenyl]-4-[[(3S)-3-(methylamino)piperidin-1-yl]methyl]-3-(trifluoromethyl)benzohydrazide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869605,0.098,1347183,354327950,117920490,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1cc(OC(F)(F)F)cc(c1)N1CCC(CC1)NC(C)=O,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43102615,0.099,1433,50100087,11667893,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Motesanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869491,0.099,1347183,354328535,89879968,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(3S)-3-(3-Aminopropyl)piperidin-1-yl]methyl]-3-chloro-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-5-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869735,0.099,1347183,354327439,117920335,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,N-[(5-Chloro-2-ethylsulfonylphenyl)methyl]-4-[[(3R)-3-[(dimethylamino)methyl]pyrrolidin-1-yl]methyl]-3-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43101415,0.1,1433,50100086,11485656,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Linifanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43108433,0.1,1433,50100088,11409972,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,1-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(4-((6-(methylamino)pyrimidin-4-yl)oxy)phenyl)urea,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43141260,0.1,1433,50100092,135398510,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Dovitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43159734,0.1,1433,50100094,156414,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Canertinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43250390,0.1,1433,50100111,24202429,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,4'-N-Benzoylstaurosporine,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43261766,0.1,1433,50100115,176155,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,4-(4-Fluorophenyl)-2-(4-methylsulfinylphenyl)-5-(4-pyridyl)-1H-imidazole,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43302565,0.1,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43330655,0.1,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43385497,0.1,1433,50100120,5329102,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Sunitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43391232,0.1,1433,50100120,5329102,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Sunitinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43414997,0.1,1433,50100121,5494449,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Tozasertib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43439940,0.1,1433,50100123,3081361,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Vandetanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
459682362,0.1,1337172,103563888,644241,780,28280261.0,Confirmatory,20180907,0,0,Active,Q08345,IC50,<,ChEMBL,Inhibition of kinobead binding to DDR1 in human K562 cells incubated for 30 mins by iTRAQ reagent-based mass spectrometric method,Nilotinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
467869584,0.1,1347183,354328448,89879852,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(2R)-2-[(3-Aminopropanoylamino)methyl]piperidin-1-yl]methyl]-3-chloro-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-5-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869591,0.1,1347183,354328443,89879941,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(3S)-3-[(2-Aminoacetyl)-methylamino]piperidin-1-yl]methyl]-3-chloro-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-5-(trifluoromethyl)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869656,0.1,1347183,354327517,117921041,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,CCS(=O)(=O)c1ccc(Cl)cc1CNC(=O)c1ccc(CN2CCNCC2)c(Cl)c1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
467869696,0.1,1347183,354327473,117920779,780,,Literature-derived,20191216,0,0,Active,NP_054699,IC50,,BindingDB,LanthaScreen Eu Kinase Binding Assay in Benzamide derivative,4-[[(3R)-3-(Aminomethyl)pyrrolidin-1-yl]methyl]-N-[(5-chloro-2-ethylsulfonylphenyl)methyl]-3-(trifluoromethoxy)benzamide,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
468611173,0.1,1374817,404677289,145966810,780,29466002.0,Confirmatory,20200618,0,0,Active,Q08345,IC50,=,ChEMBL,"Inhibition of wild-type human partial length DDR1 (R565 to V876 residues) expressed in bacterial expression system using poly [Glu, Try] 4:1 as substrate in presence of [gamma-33P]ATP",Chembl4208852,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
449077911,0.105,1202721,312390909,72836888,780,25569119.0,Confirmatory,20181006,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of human DDR1 kinase domain (601 to 913 residues) expressed in Sf9 cells by enzymatic kinase assay,Ddr1-IN-1,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
469913126,0.1078,1547910,440147145,155535008,780,32184973.0,Confirmatory,20210302,0,0,Active,Q08345,IC50,=,ChEMBL,Inhibition of recombinant human GST-tagged DDR1 catalytic domain (440 to 876 residues) expressed in baculovirus expression system using Fluorescein-poly GAT as substrate incubated for 1 hr in presence of ATP by LanthaScreen Eu kinase assay,"4-Ethyl-3-(3-imidazo[1,2-a]pyrazin-3-yl-4-methylphenyl)-N-[3-(trifluoromethyl)phenyl]benzamide",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,9606.0
43099084,0.11,1433,50100086,11485656,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Linifanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43101856,0.11,1433,50100086,11485656,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Linifanib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43105190,0.11,1433,50100088,11409972,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,1-(4-((4-Ethylpiperazin-1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-(4-((6-(methylamino)pyrimidin-4-yl)oxy)phenyl)urea,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43127132,0.11,1433,50100089,16007391,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Azd-1152hqpa,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43132861,0.11,1433,50100090,156422,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Doramapimod,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43164992,0.11,1433,50100097,3062316,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Dasatinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43165256,0.11,1433,50100097,3062316,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,Dasatinib,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43237118,0.11,1433,50100111,24202429,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,4'-N-Benzoylstaurosporine,DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
43300710,0.11,1433,50100119,451705,780,,Other,20170124,0,0,Active,NP_001945,Kd,,Ambit Biosciences,Kinase Inhibitor Selectivity Profiling Assay,"9,13-Epoxy-1H,9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one, 2,3,10,11,12,13-hexahydro-10-methoxy-9-methyl-11-(methylamino)-, (9S,10R,11R,13R)-",DDR1 - discoidin domain receptor tyrosine kinase 1 (human),/gene/780,2.7.10.1,Q08345,
